StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q34,Q35,Q56_1,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q89,Q90,Q91,Q92,Q93,Q94,Q75,Q76,Q77,Q78,Q79,Q80,Q82,Q83,Q84,Q85,Q86,Q87,Q96,Q95,ApproachB_Feedback,ApproachC_Feedback,ApproachA_Feedback,Create New Field or Choose From Dropdown...
2025-05-08 16:59:23,2025-05-08 17:31:11,IP Address,37.248.248.113,100,1907,True,2025-05-08 17:31:11,R_63j1njyNRKFz8qT,,,,,52.2265,21.0097,anonymous,EN,32,Male,Indonesian,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,All of the above,Continuously sounding the fog whistle,High,High,Medium,High,Medium,Medium,High,High,High,High,High,High,High,High,High,Medium,High,High,Feedback Approach A,,,,,
2025-05-08 17:15:50,2025-05-08 17:33:45,IP Address,81.56.107.6,100,1074,True,2025-05-08 17:33:46,R_2MZiWLdSIX7O0CR,,,,,45.0729,7.689,anonymous,EN,49,Male,Italian,with propelling machinery onboard whether in use or not,through some exceptional circumstance is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Alter course to starboard to pass around the other vessel's stern,A vessel constrained by her draft,Turn the vessel to starboard,All of the above,Continuously sounding the fog whistle,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,High,Feedback Approach C,,,,,
2025-05-08 17:07:50,2025-05-08 17:35:33,IP Address,188.92.250.119,100,1662,True,2025-05-08 17:35:34,R_1ITRwEwfGZuqdRn,,,,,45.4722,9.1922,anonymous,EN,30,Male,Croatian,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Continuously sounding the fog whistle,Medium,Low,Low,Low,Medium,Medium,Medium,Low,Low,Medium,Low,Medium,Medium,Low,Medium,Low,Medium,Medium,Feedback Approach C,,,,,
2025-05-01 17:34:47,2025-05-01 17:35:50,IP Address,80.255.51.129,11,62,False,2025-05-08 17:35:51,R_2st3tVOJykxTOwS,,,,,51.4964,-0.1224,anonymous,EN,25,Male,Turkish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-08 18:03:16,2025-05-08 18:09:53,IP Address,81.56.107.6,100,397,True,2025-05-08 18:09:54,R_8asHEp9zKTqBuDB,,,,,45.0729,7.689,anonymous,EN,49,Male,Italian,with propelling machinery in use,through some exceptional circumstance is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Continuously sounding the fog whistle,Low,Low,Low,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,High,High,Very High,Feedback Approach C,,,,,
2025-05-08 18:11:08,2025-05-08 18:22:30,IP Address,188.92.250.119,100,681,True,2025-05-08 18:22:30,R_3FZ4AsCC6gresi5,,,,,45.4722,9.1922,anonymous,EN,27,Male,Italian,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Alter course to starboard to pass around the other vessel's stern,A vessel constrained by her draft,Turn the vessel to starboard,All of the above,Continuously sounding the fog whistle,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,Feedback Approach C,,,,,
2025-05-01 20:03:12,2025-05-01 20:03:35,IP Address,88.226.47.138,3,23,False,2025-05-08 20:03:38,R_6oX2CQZVksOs35f,,,,,36.5922,36.1741,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-08 20:22:28,2025-05-08 20:29:33,IP Address,178.247.175.175,100,425,True,2025-05-08 20:29:35,R_9KaDW5YNsGLjsLD,,,,,38.4957,27.1261,anonymous,EN,33,Male,Turkish,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Alter course to starboard to pass around the other vessel's stern,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Sounding four or more short rapid blasts on the whistle,High,High,High,Medium,Medium,Medium,High,High,High,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Feedback Approach A,,,,,
2025-05-08 20:47:10,2025-05-08 20:56:24,IP Address,149.140.172.145,100,553,True,2025-05-08 20:56:26,R_5MgfjUqnVDC5mcV,,,,,41.0214,28.9948,anonymous,EN,36,Female,Turkish,with propelling machinery in use,through some exceptional circumstance is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing two forward white towing lights in a vertical line on a towing vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to port,All of the above,Displaying a large red flag,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Feedback Approach B,,,,,
2025-05-08 20:40:36,2025-05-08 20:58:38,IP Address,188.3.232.39,100,1082,True,2025-05-08 20:58:40,R_9Ylcc8b9DaqyrMQ,,,,,41.0214,28.9948,anonymous,EN,31,Male,Turkish,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel aground,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Continuously sounding the fog whistle,High,High,Very High,High,Very High,High,High,High,High,Very High,High,High,Very High,High,High,Very High,High,High,Feedback Approach B,,,,,
2025-05-08 20:54:01,2025-05-08 21:06:21,IP Address,176.89.142.56,100,739,True,2025-05-08 21:06:22,R_9rf7UAEPZpspfMy,,,,,41.0329,28.9529,anonymous,EN,48,Male,Turkish,with propelling machinery onboard whether in use or not,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Alter course to starboard to pass around the other vessel's stern,A vessel aground,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Displaying a large red flag,Medium,Medium,Low,Low,Low,Very Low,Very High,Very High,Very High,Very High,Very High,Very High,High,High,High,High,High,Very High,Feedback Approach C,i like that. Clearly identify my knowledge gap at Feedback approach C,,,,
2025-05-08 20:59:23,2025-05-08 21:23:42,IP Address,78.190.134.155,100,1458,True,2025-05-08 21:23:43,R_9e4sqeWBkBNTj6a,,,,,40.7992,29.4305,anonymous,EN,56,Male,Turkish,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,A vessel not under command shall avoid impeding the safe passage of a vessel constrained by her draft.,Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Slow your engines and let the other vessel pass ahead of you,A vessel aground,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Continuously sounding the fog whistle,High,High,High,High,High,High,Medium,High,High,High,High,High,High,High,High,High,High,High,Feedback Approach C,,,,,
2025-05-08 22:06:48,2025-05-08 22:16:03,IP Address,176.107.24.83,100,555,True,2025-05-08 22:16:04,R_2AK3Xvms4dOlVMR,,,,,48.8703,18.6388,anonymous,EN,63,Male,Italian,with propelling machinery onboard whether in use or not,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Displaying a large red flag,High,High,High,High,High,High,High,High,High,High,High,High,Medium,High,High,High,High,Very High,Feedback Approach B,"Motivating and adaptive system, I am comfortable with it and I am confident will be much more accepted than the current one in use by us all.",,,,
2025-05-08 22:22:33,2025-05-08 22:35:52,IP Address,151.124.250.200,100,798,True,2025-05-08 22:35:52,R_3lAMaOMPh90D65H,,,,,37.751,-97.822,anonymous,EN,50,Male,British,making way against the current,has lost steering and is unable to maneuver,A vessel not under command shall avoid impeding the safe passage of a vessel constrained by her draft.,Back down,Seeing both sidelights of a vessel directly off your starboard beam,Alter course to port and pass the other vessel on its port side,A vessel moored over a wreck,Maintain course and speed and sound at least five short blasts of the whistle,do not impair the visibility or distinctive character of the prescribed lights,Displaying three black balls in a vertical line,High,High,High,High,High,High,Medium,Medium,Low,Very Low,Low,Low,High,High,High,High,High,High,Feedback Approach C,,,,,
2025-05-09 01:29:40,2025-05-09 01:48:05,IP Address,80.247.136.69,100,1105,True,2025-05-09 01:48:06,R_1JedNYbzsCibf8c,,,,,40.7126,-74.0066,anonymous,EN,39,Male,Romanian,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Continuously sounding the fog whistle,High,Very High,High,High,High,Very High,Medium,High,High,Very High,Medium,High,Very High,Very High,Very High,Very High,High,Very High,Feedback Approach C,,,,,
2025-05-02 05:26:37,2025-05-02 05:26:58,IP Address,190.80.245.139,11,21,False,2025-05-09 05:26:59,R_3psb90c6YRT5Vux,,,,,18.4615,-69.8965,anonymous,EN,34,Male,Turkish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-09 05:57:05,2025-05-09 06:11:02,IP Address,176.216.31.183,100,837,True,2025-05-09 06:11:03,R_5XhbsheNIpzqJVr,,,,,41.0329,28.9529,anonymous,EN,46,Male,Turkish,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Alter course to starboard to pass around the other vessel's stern,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Sounding four or more short rapid blasts on the whistle,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Feedback Approach A,,,,,
